V1,spectra_means,spectra_names,spectra_rank,trait_name
1185,0.431,x1185,NA,Nitrogen
1186,0.431,x1186,NA,Nitrogen
1187,0.43,x1187,NA,Nitrogen
1188,0.43,x1188,NA,Nitrogen
1189,0.43,x1189,NA,Nitrogen
1190,0.43,x1190,NA,Nitrogen
1191,0.43,x1191,NA,Nitrogen
1192,0.43,x1192,NA,Nitrogen
1193,0.43,x1193,NA,Nitrogen
1194,0.43,x1194,NA,Nitrogen
1195,0.43,x1195,NA,Nitrogen
1196,0.43,x1196,NA,Nitrogen
1197,0.43,x1197,NA,Nitrogen
1198,0.43,x1198,NA,Nitrogen
1199,0.43,x1199,NA,Nitrogen
1200,0.43,x1200,NA,Nitrogen
1201,0.43,x1201,NA,Nitrogen
1202,0.43,x1202,NA,Nitrogen
1203,0.43,x1203,NA,Nitrogen
1204,0.43,x1204,NA,Nitrogen
1205,0.43,x1205,NA,Nitrogen
1206,0.43,x1206,NA,Nitrogen
1207,0.431,x1207,NA,Nitrogen
1208,0.431,x1208,NA,Nitrogen
1209,0.431,x1209,NA,Nitrogen
1210,0.431,x1210,NA,Nitrogen
1211,0.431,x1211,NA,Nitrogen
1212,0.431,x1212,NA,Nitrogen
1213,0.431,x1213,14,Nitrogen
1214,0.431,x1214,NA,Nitrogen
1215,0.431,x1215,NA,Nitrogen
1216,0.432,x1216,NA,Nitrogen
1217,0.432,x1217,NA,Nitrogen
1218,0.432,x1218,NA,Nitrogen
1219,0.432,x1219,NA,Nitrogen
1220,0.433,x1220,NA,Nitrogen
1221,0.433,x1221,NA,Nitrogen
1222,0.433,x1222,NA,Nitrogen
1223,0.433,x1223,NA,Nitrogen
1224,0.433,x1224,NA,Nitrogen
1225,0.434,x1225,NA,Nitrogen
1226,0.434,x1226,NA,Nitrogen
1227,0.434,x1227,NA,Nitrogen
1228,0.434,x1228,NA,Nitrogen
1229,0.434,x1229,NA,Nitrogen
1230,0.434,x1230,NA,Nitrogen
1231,0.434,x1231,NA,Nitrogen
1232,0.434,x1232,NA,Nitrogen
1233,0.434,x1233,NA,Nitrogen
1234,0.435,x1234,NA,Nitrogen
1235,0.435,x1235,NA,Nitrogen
1236,0.435,x1236,NA,Nitrogen
1237,0.435,x1237,NA,Nitrogen
1238,0.435,x1238,NA,Nitrogen
1239,0.436,x1239,NA,Nitrogen
1240,0.436,x1240,NA,Nitrogen
1241,0.436,x1241,NA,Nitrogen
1242,0.436,x1242,NA,Nitrogen
1243,0.436,x1243,NA,Nitrogen
1244,0.436,x1244,NA,Nitrogen
1245,0.436,x1245,NA,Nitrogen
1246,0.436,x1246,NA,Nitrogen
1247,0.437,x1247,NA,Nitrogen
1248,0.437,x1248,NA,Nitrogen
1249,0.437,x1249,NA,Nitrogen
1250,0.437,x1250,NA,Nitrogen
1251,0.437,x1251,NA,Nitrogen
1252,0.437,x1252,NA,Nitrogen
1253,0.437,x1253,NA,Nitrogen
1254,0.437,x1254,NA,Nitrogen
1255,0.437,x1255,NA,Nitrogen
1256,0.437,x1256,NA,Nitrogen
1257,0.437,x1257,NA,Nitrogen
1258,0.437,x1258,NA,Nitrogen
1259,0.437,x1259,NA,Nitrogen
1260,0.437,x1260,NA,Nitrogen
1261,0.437,x1261,NA,Nitrogen
1262,0.437,x1262,NA,Nitrogen
1263,0.437,x1263,NA,Nitrogen
1264,0.437,x1264,NA,Nitrogen
1265,0.437,x1265,NA,Nitrogen
1266,0.437,x1266,NA,Nitrogen
1267,0.437,x1267,NA,Nitrogen
1268,0.437,x1268,NA,Nitrogen
1269,0.437,x1269,NA,Nitrogen
1270,0.437,x1270,NA,Nitrogen
1271,0.437,x1271,NA,Nitrogen
1272,0.437,x1272,NA,Nitrogen
1273,0.436,x1273,NA,Nitrogen
1274,0.436,x1274,NA,Nitrogen
1275,0.436,x1275,NA,Nitrogen
1276,0.436,x1276,NA,Nitrogen
1277,0.436,x1277,NA,Nitrogen
1278,0.436,x1278,NA,Nitrogen
1279,0.436,x1279,NA,Nitrogen
1280,0.436,x1280,NA,Nitrogen
1281,0.435,x1281,NA,Nitrogen
1282,0.435,x1282,NA,Nitrogen
1283,0.435,x1283,NA,Nitrogen
1284,0.435,x1284,NA,Nitrogen
1285,0.435,x1285,NA,Nitrogen
1286,0.435,x1286,NA,Nitrogen
1287,0.434,x1287,NA,Nitrogen
1288,0.434,x1288,NA,Nitrogen
1289,0.434,x1289,NA,Nitrogen
1290,0.433,x1290,7,Nitrogen
1291,0.433,x1291,NA,Nitrogen
1292,0.433,x1292,NA,Nitrogen
1293,0.432,x1293,NA,Nitrogen
1294,0.432,x1294,NA,Nitrogen
1295,0.432,x1295,NA,Nitrogen
1296,0.431,x1296,NA,Nitrogen
1297,0.431,x1297,NA,Nitrogen
1298,0.431,x1298,NA,Nitrogen
1299,0.43,x1299,NA,Nitrogen
1300,0.43,x1300,NA,Nitrogen
1301,0.43,x1301,NA,Nitrogen
1302,0.429,x1302,NA,Nitrogen
1303,0.429,x1303,NA,Nitrogen
1304,0.428,x1304,NA,Nitrogen
1305,0.428,x1305,NA,Nitrogen
1306,0.427,x1306,NA,Nitrogen
1307,0.427,x1307,NA,Nitrogen
1308,0.426,x1308,NA,Nitrogen
1309,0.425,x1309,NA,Nitrogen
1310,0.424,x1310,NA,Nitrogen
1311,0.423,x1311,NA,Nitrogen
1312,0.423,x1312,NA,Nitrogen
1313,0.422,x1313,NA,Nitrogen
1314,0.421,x1314,NA,Nitrogen
1315,0.42,x1315,NA,Nitrogen
1316,0.42,x1316,NA,Nitrogen
1317,0.419,x1317,NA,Nitrogen
1318,0.418,x1318,NA,Nitrogen
1319,0.417,x1319,NA,Nitrogen
1320,0.416,x1320,NA,Nitrogen
1321,0.415,x1321,NA,Nitrogen
1322,0.414,x1322,NA,Nitrogen
1323,0.413,x1323,NA,Nitrogen
1324,0.412,x1324,NA,Nitrogen
1325,0.411,x1325,NA,Nitrogen
1326,0.41,x1326,NA,Nitrogen
1327,0.409,x1327,NA,Nitrogen
1328,0.408,x1328,NA,Nitrogen
1329,0.407,x1329,NA,Nitrogen
1330,0.406,x1330,NA,Nitrogen
1331,0.405,x1331,NA,Nitrogen
1332,0.404,x1332,NA,Nitrogen
1333,0.403,x1333,NA,Nitrogen
1334,0.401,x1334,NA,Nitrogen
1335,0.4,x1335,NA,Nitrogen
1336,0.399,x1336,NA,Nitrogen
1337,0.398,x1337,NA,Nitrogen
1338,0.397,x1338,NA,Nitrogen
1339,0.396,x1339,NA,Nitrogen
1340,0.394,x1340,NA,Nitrogen
1341,0.393,x1341,NA,Nitrogen
1342,0.392,x1342,NA,Nitrogen
1343,0.391,x1343,NA,Nitrogen
1344,0.39,x1344,NA,Nitrogen
1345,0.389,x1345,NA,Nitrogen
1346,0.388,x1346,NA,Nitrogen
1347,0.387,x1347,NA,Nitrogen
1348,0.386,x1348,NA,Nitrogen
1349,0.385,x1349,NA,Nitrogen
1350,0.384,x1350,NA,Nitrogen
1351,0.383,x1351,NA,Nitrogen
1352,0.382,x1352,NA,Nitrogen
1353,0.381,x1353,NA,Nitrogen
1354,0.38,x1354,NA,Nitrogen
1355,0.379,x1355,NA,Nitrogen
1356,0.378,x1356,NA,Nitrogen
1357,0.377,x1357,NA,Nitrogen
1358,0.375,x1358,NA,Nitrogen
1359,0.374,x1359,NA,Nitrogen
1360,0.373,x1360,NA,Nitrogen
1361,0.372,x1361,NA,Nitrogen
1362,0.372,x1362,NA,Nitrogen
1363,0.371,x1363,NA,Nitrogen
1364,0.37,x1364,NA,Nitrogen
1365,0.369,x1365,NA,Nitrogen
1366,0.367,x1366,NA,Nitrogen
1367,0.366,x1367,NA,Nitrogen
1368,0.364,x1368,NA,Nitrogen
1369,0.362,x1369,NA,Nitrogen
1370,0.36,x1370,NA,Nitrogen
1371,0.358,x1371,NA,Nitrogen
1372,0.356,x1372,NA,Nitrogen
1373,0.353,x1373,NA,Nitrogen
1374,0.351,x1374,NA,Nitrogen
1375,0.348,x1375,NA,Nitrogen
1376,0.345,x1376,NA,Nitrogen
1377,0.342,x1377,NA,Nitrogen
1378,0.338,x1378,NA,Nitrogen
1379,0.335,x1379,NA,Nitrogen
1380,0.331,x1380,NA,Nitrogen
1381,0.327,x1381,NA,Nitrogen
1382,0.323,x1382,NA,Nitrogen
1383,0.319,x1383,NA,Nitrogen
1384,0.315,x1384,NA,Nitrogen
1385,0.31,x1385,NA,Nitrogen
1386,0.305,x1386,NA,Nitrogen
1387,0.3,x1387,NA,Nitrogen
1388,0.295,x1388,NA,Nitrogen
1389,0.289,x1389,NA,Nitrogen
1390,0.284,x1390,NA,Nitrogen
1391,0.279,x1391,NA,Nitrogen
1392,0.273,x1392,NA,Nitrogen
1393,0.267,x1393,NA,Nitrogen
1394,0.262,x1394,NA,Nitrogen
1395,0.256,x1395,NA,Nitrogen
1396,0.251,x1396,NA,Nitrogen
1397,0.245,x1397,NA,Nitrogen
1398,0.24,x1398,NA,Nitrogen
1399,0.235,x1399,NA,Nitrogen
1400,0.23,x1400,NA,Nitrogen
1401,0.226,x1401,22,Nitrogen
1402,0.221,x1402,NA,Nitrogen
1403,0.217,x1403,NA,Nitrogen
1404,0.213,x1404,NA,Nitrogen
1405,0.209,x1405,NA,Nitrogen
1406,0.205,x1406,NA,Nitrogen
1407,0.201,x1407,NA,Nitrogen
1408,0.198,x1408,NA,Nitrogen
1409,0.195,x1409,NA,Nitrogen
1410,0.192,x1410,NA,Nitrogen
1411,0.189,x1411,NA,Nitrogen
1412,0.186,x1412,NA,Nitrogen
1413,0.184,x1413,NA,Nitrogen
1414,0.182,x1414,NA,Nitrogen
1415,0.18,x1415,NA,Nitrogen
1416,0.178,x1416,NA,Nitrogen
1417,0.176,x1417,NA,Nitrogen
1418,0.174,x1418,NA,Nitrogen
1419,0.173,x1419,NA,Nitrogen
1420,0.171,x1420,NA,Nitrogen
1421,0.17,x1421,NA,Nitrogen
1422,0.169,x1422,NA,Nitrogen
1423,0.167,x1423,NA,Nitrogen
1424,0.166,x1424,NA,Nitrogen
1425,0.165,x1425,NA,Nitrogen
1426,0.165,x1426,NA,Nitrogen
1427,0.164,x1427,NA,Nitrogen
1428,0.163,x1428,NA,Nitrogen
1429,0.162,x1429,NA,Nitrogen
1430,0.162,x1430,NA,Nitrogen
1431,0.161,x1431,NA,Nitrogen
1432,0.161,x1432,6,Nitrogen
1433,0.16,x1433,NA,Nitrogen
1434,0.16,x1434,NA,Nitrogen
1435,0.16,x1435,NA,Nitrogen
1436,0.159,x1436,NA,Nitrogen
1437,0.159,x1437,NA,Nitrogen
1438,0.159,x1438,NA,Nitrogen
1439,0.159,x1439,NA,Nitrogen
1440,0.158,x1440,NA,Nitrogen
1441,0.158,x1441,NA,Nitrogen
1442,0.158,x1442,NA,Nitrogen
1443,0.158,x1443,NA,Nitrogen
1444,0.158,x1444,NA,Nitrogen
1445,0.158,x1445,NA,Nitrogen
1446,0.158,x1446,NA,Nitrogen
1447,0.158,x1447,NA,Nitrogen
1448,0.158,x1448,NA,Nitrogen
1449,0.159,x1449,NA,Nitrogen
1450,0.159,x1450,NA,Nitrogen
1451,0.159,x1451,NA,Nitrogen
1452,0.159,x1452,NA,Nitrogen
1453,0.159,x1453,NA,Nitrogen
1454,0.159,x1454,NA,Nitrogen
1455,0.159,x1455,NA,Nitrogen
1456,0.16,x1456,NA,Nitrogen
1457,0.16,x1457,NA,Nitrogen
1458,0.16,x1458,NA,Nitrogen
1459,0.161,x1459,NA,Nitrogen
1460,0.161,x1460,NA,Nitrogen
1461,0.161,x1461,NA,Nitrogen
1462,0.162,x1462,NA,Nitrogen
1463,0.162,x1463,NA,Nitrogen
1464,0.163,x1464,NA,Nitrogen
1465,0.164,x1465,NA,Nitrogen
1466,0.164,x1466,NA,Nitrogen
1467,0.165,x1467,NA,Nitrogen
1468,0.166,x1468,NA,Nitrogen
1469,0.167,x1469,NA,Nitrogen
1470,0.168,x1470,NA,Nitrogen
1471,0.169,x1471,NA,Nitrogen
1472,0.17,x1472,NA,Nitrogen
1473,0.171,x1473,NA,Nitrogen
1474,0.172,x1474,NA,Nitrogen
1475,0.173,x1475,NA,Nitrogen
1476,0.174,x1476,NA,Nitrogen
1477,0.175,x1477,NA,Nitrogen
1478,0.176,x1478,NA,Nitrogen
1479,0.177,x1479,NA,Nitrogen
1480,0.178,x1480,NA,Nitrogen
1481,0.18,x1481,NA,Nitrogen
1482,0.181,x1482,NA,Nitrogen
1483,0.182,x1483,23,Nitrogen
1484,0.184,x1484,NA,Nitrogen
1485,0.185,x1485,NA,Nitrogen
1486,0.186,x1486,NA,Nitrogen
1487,0.187,x1487,NA,Nitrogen
1488,0.189,x1488,NA,Nitrogen
1489,0.19,x1489,NA,Nitrogen
1490,0.191,x1490,NA,Nitrogen
1491,0.192,x1491,NA,Nitrogen
1492,0.194,x1492,NA,Nitrogen
1493,0.195,x1493,NA,Nitrogen
1494,0.196,x1494,NA,Nitrogen
1495,0.198,x1495,NA,Nitrogen
1496,0.199,x1496,NA,Nitrogen
1497,0.201,x1497,NA,Nitrogen
1498,0.202,x1498,NA,Nitrogen
1499,0.203,x1499,NA,Nitrogen
1500,0.204,x1500,NA,Nitrogen
1501,0.206,x1501,NA,Nitrogen
1502,0.207,x1502,21,Nitrogen
1503,0.208,x1503,NA,Nitrogen
1504,0.21,x1504,NA,Nitrogen
1505,0.211,x1505,NA,Nitrogen
1506,0.212,x1506,NA,Nitrogen
1507,0.214,x1507,NA,Nitrogen
1508,0.215,x1508,NA,Nitrogen
1509,0.216,x1509,NA,Nitrogen
1510,0.217,x1510,NA,Nitrogen
1511,0.219,x1511,NA,Nitrogen
1512,0.22,x1512,NA,Nitrogen
1513,0.221,x1513,NA,Nitrogen
1514,0.223,x1514,NA,Nitrogen
1515,0.224,x1515,3,Nitrogen
1516,0.225,x1516,NA,Nitrogen
1517,0.226,x1517,NA,Nitrogen
1518,0.227,x1518,24,Nitrogen
1519,0.229,x1519,NA,Nitrogen
1520,0.23,x1520,NA,Nitrogen
1521,0.231,x1521,NA,Nitrogen
1522,0.232,x1522,NA,Nitrogen
1523,0.233,x1523,NA,Nitrogen
1524,0.235,x1524,NA,Nitrogen
1525,0.236,x1525,NA,Nitrogen
1526,0.237,x1526,NA,Nitrogen
1527,0.238,x1527,NA,Nitrogen
1528,0.239,x1528,NA,Nitrogen
1529,0.241,x1529,NA,Nitrogen
1530,0.242,x1530,NA,Nitrogen
1531,0.243,x1531,NA,Nitrogen
1532,0.244,x1532,NA,Nitrogen
1533,0.245,x1533,NA,Nitrogen
1534,0.246,x1534,NA,Nitrogen
1535,0.247,x1535,NA,Nitrogen
1536,0.248,x1536,NA,Nitrogen
1537,0.249,x1537,NA,Nitrogen
1538,0.25,x1538,NA,Nitrogen
1539,0.251,x1539,NA,Nitrogen
1540,0.252,x1540,NA,Nitrogen
1541,0.253,x1541,NA,Nitrogen
1542,0.254,x1542,NA,Nitrogen
1543,0.256,x1543,NA,Nitrogen
1544,0.257,x1544,NA,Nitrogen
1545,0.258,x1545,NA,Nitrogen
1546,0.259,x1546,NA,Nitrogen
1547,0.26,x1547,NA,Nitrogen
1548,0.261,x1548,12,Nitrogen
1549,0.262,x1549,25,Nitrogen
1550,0.263,x1550,NA,Nitrogen
1551,0.263,x1551,NA,Nitrogen
1552,0.264,x1552,NA,Nitrogen
1553,0.265,x1553,NA,Nitrogen
1554,0.266,x1554,NA,Nitrogen
1555,0.267,x1555,NA,Nitrogen
1556,0.268,x1556,5,Nitrogen
1557,0.269,x1557,NA,Nitrogen
1558,0.27,x1558,NA,Nitrogen
1559,0.27,x1559,NA,Nitrogen
1560,0.271,x1560,NA,Nitrogen
1561,0.272,x1561,NA,Nitrogen
1562,0.273,x1562,NA,Nitrogen
1563,0.274,x1563,NA,Nitrogen
1564,0.274,x1564,10,Nitrogen
1565,0.275,x1565,NA,Nitrogen
1566,0.276,x1566,NA,Nitrogen
1567,0.277,x1567,NA,Nitrogen
1568,0.277,x1568,NA,Nitrogen
1569,0.278,x1569,NA,Nitrogen
1570,0.279,x1570,NA,Nitrogen
1571,0.28,x1571,17,Nitrogen
1572,0.281,x1572,NA,Nitrogen
1573,0.281,x1573,NA,Nitrogen
1574,0.282,x1574,NA,Nitrogen
1575,0.283,x1575,NA,Nitrogen
1576,0.284,x1576,NA,Nitrogen
1577,0.284,x1577,NA,Nitrogen
1578,0.285,x1578,NA,Nitrogen
1579,0.285,x1579,NA,Nitrogen
1580,0.286,x1580,NA,Nitrogen
1581,0.287,x1581,NA,Nitrogen
1582,0.287,x1582,NA,Nitrogen
1583,0.288,x1583,NA,Nitrogen
1584,0.289,x1584,NA,Nitrogen
1585,0.289,x1585,NA,Nitrogen
1586,0.29,x1586,NA,Nitrogen
1587,0.291,x1587,16,Nitrogen
1588,0.291,x1588,NA,Nitrogen
1589,0.292,x1589,NA,Nitrogen
1590,0.292,x1590,NA,Nitrogen
1591,0.293,x1591,NA,Nitrogen
1592,0.293,x1592,NA,Nitrogen
1593,0.294,x1593,NA,Nitrogen
1594,0.295,x1594,NA,Nitrogen
1595,0.295,x1595,NA,Nitrogen
1596,0.296,x1596,NA,Nitrogen
1597,0.296,x1597,NA,Nitrogen
1598,0.297,x1598,NA,Nitrogen
1599,0.297,x1599,NA,Nitrogen
1600,0.298,x1600,NA,Nitrogen
1601,0.299,x1601,NA,Nitrogen
1602,0.299,x1602,NA,Nitrogen
1603,0.3,x1603,NA,Nitrogen
1604,0.3,x1604,NA,Nitrogen
1605,0.301,x1605,NA,Nitrogen
1606,0.301,x1606,NA,Nitrogen
1607,0.302,x1607,NA,Nitrogen
1608,0.302,x1608,NA,Nitrogen
1609,0.302,x1609,NA,Nitrogen
1610,0.303,x1610,NA,Nitrogen
1611,0.303,x1611,NA,Nitrogen
1612,0.304,x1612,NA,Nitrogen
1613,0.304,x1613,NA,Nitrogen
1614,0.305,x1614,NA,Nitrogen
1615,0.305,x1615,NA,Nitrogen
1616,0.306,x1616,NA,Nitrogen
1617,0.306,x1617,NA,Nitrogen
1618,0.306,x1618,NA,Nitrogen
1619,0.307,x1619,NA,Nitrogen
1620,0.307,x1620,NA,Nitrogen
1621,0.307,x1621,NA,Nitrogen
1622,0.308,x1622,NA,Nitrogen
1623,0.308,x1623,NA,Nitrogen
1624,0.309,x1624,NA,Nitrogen
1625,0.309,x1625,NA,Nitrogen
1626,0.309,x1626,NA,Nitrogen
1627,0.31,x1627,NA,Nitrogen
1628,0.31,x1628,NA,Nitrogen
1629,0.31,x1629,NA,Nitrogen
1630,0.311,x1630,NA,Nitrogen
1631,0.311,x1631,NA,Nitrogen
1632,0.311,x1632,NA,Nitrogen
1633,0.312,x1633,NA,Nitrogen
1634,0.312,x1634,NA,Nitrogen
1635,0.312,x1635,NA,Nitrogen
1636,0.313,x1636,NA,Nitrogen
1637,0.313,x1637,NA,Nitrogen
1638,0.313,x1638,NA,Nitrogen
1639,0.313,x1639,NA,Nitrogen
1640,0.314,x1640,NA,Nitrogen
1641,0.314,x1641,NA,Nitrogen
1642,0.314,x1642,NA,Nitrogen
1643,0.314,x1643,NA,Nitrogen
1644,0.314,x1644,NA,Nitrogen
1645,0.314,x1645,NA,Nitrogen
1646,0.314,x1646,NA,Nitrogen
1647,0.315,x1647,NA,Nitrogen
1648,0.315,x1648,NA,Nitrogen
1649,0.315,x1649,NA,Nitrogen
1650,0.315,x1650,NA,Nitrogen
1651,0.315,x1651,NA,Nitrogen
1652,0.315,x1652,NA,Nitrogen
1653,0.315,x1653,NA,Nitrogen
1654,0.315,x1654,NA,Nitrogen
1655,0.315,x1655,NA,Nitrogen
1656,0.315,x1656,NA,Nitrogen
1657,0.315,x1657,NA,Nitrogen
1658,0.315,x1658,NA,Nitrogen
1659,0.315,x1659,NA,Nitrogen
1660,0.315,x1660,NA,Nitrogen
1661,0.315,x1661,NA,Nitrogen
1662,0.315,x1662,NA,Nitrogen
1663,0.315,x1663,NA,Nitrogen
1664,0.315,x1664,NA,Nitrogen
1665,0.315,x1665,NA,Nitrogen
1666,0.315,x1666,NA,Nitrogen
1667,0.315,x1667,NA,Nitrogen
1668,0.315,x1668,NA,Nitrogen
1669,0.315,x1669,NA,Nitrogen
1670,0.315,x1670,NA,Nitrogen
1671,0.315,x1671,NA,Nitrogen
1672,0.315,x1672,NA,Nitrogen
1673,0.315,x1673,NA,Nitrogen
1674,0.315,x1674,NA,Nitrogen
1675,0.315,x1675,NA,Nitrogen
1676,0.315,x1676,NA,Nitrogen
1677,0.315,x1677,NA,Nitrogen
1678,0.314,x1678,NA,Nitrogen
1679,0.314,x1679,NA,Nitrogen
1680,0.314,x1680,NA,Nitrogen
1681,0.314,x1681,NA,Nitrogen
1682,0.313,x1682,NA,Nitrogen
1683,0.313,x1683,NA,Nitrogen
1684,0.313,x1684,NA,Nitrogen
1685,0.313,x1685,NA,Nitrogen
1686,0.312,x1686,NA,Nitrogen
1687,0.312,x1687,NA,Nitrogen
1688,0.312,x1688,NA,Nitrogen
1689,0.311,x1689,NA,Nitrogen
1690,0.311,x1690,NA,Nitrogen
1691,0.311,x1691,NA,Nitrogen
1692,0.31,x1692,NA,Nitrogen
1693,0.31,x1693,NA,Nitrogen
1694,0.31,x1694,11,Nitrogen
1695,0.309,x1695,NA,Nitrogen
1696,0.309,x1696,NA,Nitrogen
1697,0.308,x1697,NA,Nitrogen
1698,0.308,x1698,NA,Nitrogen
1699,0.308,x1699,NA,Nitrogen
1700,0.307,x1700,NA,Nitrogen
1701,0.307,x1701,NA,Nitrogen
1702,0.307,x1702,4,Nitrogen
1703,0.306,x1703,NA,Nitrogen
1704,0.306,x1704,NA,Nitrogen
1705,0.306,x1705,NA,Nitrogen
1706,0.305,x1706,NA,Nitrogen
1707,0.305,x1707,NA,Nitrogen
1708,0.305,x1708,NA,Nitrogen
1709,0.304,x1709,NA,Nitrogen
1710,0.304,x1710,NA,Nitrogen
1711,0.303,x1711,NA,Nitrogen
1712,0.303,x1712,NA,Nitrogen
1713,0.302,x1713,NA,Nitrogen
1714,0.302,x1714,NA,Nitrogen
1715,0.302,x1715,NA,Nitrogen
1716,0.301,x1716,NA,Nitrogen
1717,0.301,x1717,NA,Nitrogen
1718,0.3,x1718,NA,Nitrogen
1719,0.3,x1719,NA,Nitrogen
1720,0.3,x1720,NA,Nitrogen
1721,0.299,x1721,NA,Nitrogen
1722,0.299,x1722,NA,Nitrogen
1723,0.299,x1723,2,Nitrogen
1724,0.298,x1724,NA,Nitrogen
1725,0.298,x1725,NA,Nitrogen
1726,0.297,x1726,NA,Nitrogen
1727,0.297,x1727,NA,Nitrogen
1728,0.296,x1728,NA,Nitrogen
1729,0.296,x1729,NA,Nitrogen
1730,0.296,x1730,NA,Nitrogen
1731,0.295,x1731,NA,Nitrogen
1732,0.295,x1732,NA,Nitrogen
1733,0.295,x1733,NA,Nitrogen
1734,0.294,x1734,NA,Nitrogen
1735,0.294,x1735,NA,Nitrogen
1736,0.293,x1736,NA,Nitrogen
1737,0.293,x1737,NA,Nitrogen
1738,0.293,x1738,NA,Nitrogen
1739,0.292,x1739,NA,Nitrogen
1740,0.292,x1740,NA,Nitrogen
1741,0.292,x1741,NA,Nitrogen
1742,0.291,x1742,NA,Nitrogen
1743,0.29,x1743,NA,Nitrogen
1744,0.29,x1744,NA,Nitrogen
1745,0.289,x1745,NA,Nitrogen
1746,0.288,x1746,NA,Nitrogen
1747,0.287,x1747,9,Nitrogen
1748,0.287,x1748,NA,Nitrogen
1749,0.286,x1749,NA,Nitrogen
1750,0.285,x1750,NA,Nitrogen
1751,0.285,x1751,NA,Nitrogen
1752,0.284,x1752,NA,Nitrogen
1753,0.284,x1753,NA,Nitrogen
1754,0.283,x1754,NA,Nitrogen
1755,0.282,x1755,NA,Nitrogen
1756,0.281,x1756,NA,Nitrogen
1757,0.281,x1757,NA,Nitrogen
1758,0.28,x1758,NA,Nitrogen
1759,0.28,x1759,NA,Nitrogen
1760,0.279,x1760,NA,Nitrogen
1761,0.278,x1761,NA,Nitrogen
1762,0.278,x1762,NA,Nitrogen
1763,0.277,x1763,NA,Nitrogen
1764,0.276,x1764,NA,Nitrogen
1765,0.276,x1765,NA,Nitrogen
1766,0.275,x1766,NA,Nitrogen
1767,0.275,x1767,NA,Nitrogen
1768,0.274,x1768,NA,Nitrogen
1769,0.274,x1769,NA,Nitrogen
1770,0.274,x1770,NA,Nitrogen
1771,0.274,x1771,NA,Nitrogen
1772,0.274,x1772,NA,Nitrogen
1773,0.274,x1773,NA,Nitrogen
1774,0.274,x1774,NA,Nitrogen
1775,0.273,x1775,NA,Nitrogen
1776,0.273,x1776,NA,Nitrogen
1777,0.272,x1777,NA,Nitrogen
1778,0.271,x1778,NA,Nitrogen
1779,0.271,x1779,NA,Nitrogen
1780,0.27,x1780,NA,Nitrogen
1781,0.27,x1781,NA,Nitrogen
1782,0.27,x1782,NA,Nitrogen
1783,0.271,x1783,NA,Nitrogen
1784,0.271,x1784,NA,Nitrogen
1785,0.271,x1785,NA,Nitrogen
1786,0.271,x1786,NA,Nitrogen
1787,0.271,x1787,NA,Nitrogen
1788,0.271,x1788,NA,Nitrogen
1789,0.271,x1789,NA,Nitrogen
1790,0.27,x1790,NA,Nitrogen
1791,0.27,x1791,NA,Nitrogen
1792,0.27,x1792,NA,Nitrogen
1793,0.27,x1793,NA,Nitrogen
1794,0.27,x1794,NA,Nitrogen
1795,0.27,x1795,NA,Nitrogen
1796,0.27,x1796,NA,Nitrogen
1797,0.27,x1797,NA,Nitrogen
1798,0.27,x1798,NA,Nitrogen
1799,0.27,x1799,NA,Nitrogen
1800,0.27,x1800,NA,Nitrogen
1801,0.27,x1801,NA,Nitrogen
1802,0.27,x1802,NA,Nitrogen
1803,0.27,x1803,NA,Nitrogen
1804,0.27,x1804,NA,Nitrogen
1805,0.27,x1805,NA,Nitrogen
1806,0.27,x1806,NA,Nitrogen
1807,0.269,x1807,NA,Nitrogen
1808,0.269,x1808,NA,Nitrogen
1809,0.27,x1809,NA,Nitrogen
1810,0.27,x1810,NA,Nitrogen
1811,0.27,x1811,NA,Nitrogen
1812,0.27,x1812,NA,Nitrogen
1813,0.27,x1813,NA,Nitrogen
1814,0.27,x1814,NA,Nitrogen
1815,0.269,x1815,NA,Nitrogen
1816,0.269,x1816,NA,Nitrogen
1817,0.269,x1817,NA,Nitrogen
1818,0.269,x1818,NA,Nitrogen
1819,0.269,x1819,NA,Nitrogen
1820,0.269,x1820,NA,Nitrogen
1821,0.269,x1821,NA,Nitrogen
1822,0.269,x1822,NA,Nitrogen
1823,0.269,x1823,NA,Nitrogen
1824,0.269,x1824,NA,Nitrogen
1825,0.269,x1825,NA,Nitrogen
1826,0.268,x1826,NA,Nitrogen
1827,0.268,x1827,NA,Nitrogen
1828,0.268,x1828,NA,Nitrogen
1829,0.268,x1829,NA,Nitrogen
1830,0.267,x1830,NA,Nitrogen
1831,0.267,x1831,NA,Nitrogen
1832,0.267,x1832,18,Nitrogen
1833,0.267,x1833,NA,Nitrogen
1834,0.266,x1834,NA,Nitrogen
1835,0.266,x1835,NA,Nitrogen
1836,0.265,x1836,NA,Nitrogen
1837,0.265,x1837,NA,Nitrogen
1838,0.264,x1838,NA,Nitrogen
1839,0.263,x1839,NA,Nitrogen
1840,0.263,x1840,NA,Nitrogen
1841,0.262,x1841,NA,Nitrogen
1842,0.262,x1842,NA,Nitrogen
1843,0.261,x1843,NA,Nitrogen
1844,0.26,x1844,NA,Nitrogen
1845,0.259,x1845,NA,Nitrogen
1846,0.258,x1846,NA,Nitrogen
1847,0.257,x1847,NA,Nitrogen
1848,0.256,x1848,NA,Nitrogen
1849,0.254,x1849,NA,Nitrogen
1850,0.253,x1850,NA,Nitrogen
